"Year","OM","Total Divers","# Air Dives","# Air Divers","Air Dive Time (min)","# MIxed Gas Dives","# Mixed Gas Divers","Mixed Gas Time (mins)","# Nitrox Dives","# Nitrox Divers","Nitrox Dive Time (min)","ContactKey","# Hookah Dives","# Hookah Divers","Hookah Dive Time (min)","# Open Circuit Dives","# Open Circuit Divers","Open Circuit Dive Time (min)","# Rebreather Dives","# Rebreather Divers","Rebreather Dive Time (min)","# Surface Supplied Dives","# Surface Supplied Divers","Surface Supplied Dive Time (min)","# Computer Dives","# Computer Divers","Computer Dive Time (min)","# Software Dives","# Software Divers","Software Dive Time (min)","# Table Dives","# Table Divers","Table Dive Time (min)","# 0-30ft Dives","# 0-30ft Divers","#31-60ft Dives","#31-60ft Divers","#61-100ft Dives","#61-100ft Divers","# 101-130ft Dives","# 101-130ft Divers","# 131-150ft Dives","#131-150ft Divers","# 151-190ft Dives","#151-190ft Divers","# 191+ft Dives","# 191+ft Divers","# Science Dives","# Science Divers","Science Dive Time (min)","#T/P Dives","# T/P Divers","T/P Dive Time (min)","# Aquarium Dives","# Aquarium Divers","Aquarium Dive Time (min)","# Bluewater Dives","# Bluewater Divers","Blue Water Dive Time (min)","# IcePolar Dives","# IcePolar Divers","IcePolar Dive Time (min)","# Overhead Dives","# Overhead Divers","Overhead Dive Time (min)","# ReqDecomp Dives","# ReqDecomp Divers","ReqDecomp Dive Time (min)","# Sat Dives","# Sat Divers","Sat Dive Time (min)","Total  Dive Incidents"
"2021","Florida Atlantic University","41","598","40","22729","42","5","2051","187","13","5517","24893","0","0","0","797","41","28346","30","4","1951","0","0","0","743","37","27386","0","0","0","84","7","2911","401","36","229","28","144","17","15","3","21","5","17","6","0","0","694","36","24870","133","29","5427","2","2","48","0","0","0","0","0","0","0","0","0","48","6","2273","0","0","0","0"
"2021","Florida Institute of Technology","10","121","10","2498","0","0","0","6","1","36","24894","1","1","30","126","10","2504","0","0","0","0","0","0","111","8","2265","0","0","0","16","2","269","109","10","18","6","0","0","0","0","0","0","0","0","0","0","58","6","1632","69","6","902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Florida International University","55","895","55","28841","0","0","0","104","18","4085","24895","0","0","0","979","55","32042","20","1","884","0","0","0","999","55","32926","0","0","0","0","0","0","628","55","177","55","184","34","10","1","0","0","0","0","0","0","740","36","23939","259","29","8987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","College of the Florida Keys","12","202","12","7514","0","0","0","0","0","0","24896","0","0","0","202","12","7514","0","0","0","0","0","0","177","9","6453","0","0","0","25","4","1061","94","12","101","11","5","5","2","2","0","0","0","0","0","0","93","2","3557","109","11","3957","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Florida State University","63","1049","62","46184","0","0","0","483","30","32108","24897","49","8","3106","1483","63","75186","0","0","0","0","0","0","1391","59","72676","0","0","0","141","13","5616","776","52","527","53","223","45","6","3","0","0","0","0","0","0","941","40","53856","591","54","24436","0","0","0","0","0","0","0","0","0","23","8","693","8","4","289","0","0","0","2"
"2021","Florida State University Panama City","23","120","22","3248","0","0","0","226","21","6599","24898","0","0","0","346","23","9847","0","0","0","0","0","0","150","10","4441","0","0","0","196","17","5406","137","23","110","23","98","23","1","1","0","0","0","0","0","0","60","10","1891","286","23","7956","1","1","30","1","1","30","0","0","0","151","21","4296","13","5","323","0","0","0","0"
"2021","FWC/Fish and Wildlife Research Institute","93","4121","68","144840","0","0","0","1949","54","63307","24899","43","1","697","6027","93","207450","0","0","0","0","0","0","4746","75","186844","0","0","0","1324","18","21303","3878","81","1406","60","601","51","179","27","6","5","0","0","0","0","5305","79","189264","765","37","18883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Georgia Aquarium Inc.","28","115","32","5832","0","0","0","0","0","0","24901","0","0","0","81","24","4272","32","6","1410","2","2","150","0","0","0","0","0","0","115","32","5832","115","28","0","0","0","0","0","0","0","0","0","0","0","0","115","28","5832","0","0","0","115","28","5832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Hawaii Division of Aquatic Resources","36","1165","33","45773","0","0","0","353","16","14955","24903","0","0","0","1518","36","60728","0","0","0","0","0","0","1517","36","60666","0","0","0","1","1","62","600","36","739","33","177","21","2","2","0","0","0","0","0","0","1364","30","53108","154","24","7620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Cal Poly Humboldt","49","678","49","27009","0","0","0","0","0","0","24905","0","0","0","678","49","27009","0","0","0","0","0","0","678","49","27009","0","0","0","0","0","0","381","49","235","49","45","40","17","15","0","0","0","0","0","0","259","36","10732","419","49","16277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Jr Scientists In The Sea","6","72","6","2175","0","0","0","0","0","0","24907","0","0","0","72","6","2175","0","0","0","0","0","0","72","6","2175","0","0","0","0","0","0","72","6","0","0","0","0","0","0","0","0","0","0","0","0","72","6","2175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Khaled Bin Sultan Living Oceans Foundation","4","9","4","540","0","0","0","0","0","0","24908","0","0","0","9","4","540","0","0","0","0","0","0","9","4","540","0","0","0","0","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","9","4","540","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Louisiana Universities Marine Consortium","12","125","12","4120","0","0","0","5","2","205","24909","0","0","0","130","12","4325","0","0","0","0","0","0","122","11","4063","0","0","0","8","4","262","39","9","76","9","15","7","0","0","0","0","0","0","0","0","95","12","3315","35","7","1010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Marine Biological Labratory","12","170","12","5733","0","0","0","0","0","0","24911","0","0","0","170","12","5733","0","0","0","0","0","0","170","12","5733","0","0","0","0","0","0","74","12","92","7","4","1","0","0","0","0","0","0","0","0","155","12","5213","15","5","520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Marine Sci. Group, Dept. of Biological Geological & Env. Sci., Univ. of Bologna","26","65","26","3487","0","0","0","0","0","0","24913","0","0","0","65","26","3487","0","0","0","0","0","0","65","26","3487","0","0","0","0","0","0","40","27","16","11","2","2","2","2","5","3","0","0","0","0","14","14","980","51","14","2507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","MBC Aquatic Sciences","6","319","6","6298","0","0","0","0","0","0","24914","0","0","0","319","6","6298","0","0","0","0","0","0","319","6","6298","0","0","0","0","0","0","105","6","207","6","6","2","1","1","0","0","0","0","0","0","276","6","4764","43","5","1534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Merkel & Associates, Inc.","10","1027","10","50721","0","0","0","0","0","0","24915","0","0","0","1027","10","50721","0","0","0","0","0","0","1027","10","50721","0","0","0","0","0","0","1007","10","20","5","0","0","0","0","0","0","0","0","0","0","1027","10","50721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Monterey Bay Aquarium","23","129","20","4950","0","0","0","29","6","1491","24916","0","0","0","158","23","6441","0","0","0","0","0","0","158","23","6441","0","0","0","0","0","0","52","17","93","20","13","6","0","0","0","0","0","0","0","0","138","21","5397","20","7","1044","0","0","0","29","6","1477","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Moody Gardens","3","34","3","1418","5","1","418","34","3","2940","24917","0","0","0","58","2","2640","15","3","2136","0","0","0","73","0","4776","0","0","0","0","0","0","15","3","19","3","18","3","12","3","6","2","3","1","0","0","24","2","1222","49","3","3554","0","0","0","0","0","0","0","0","0","0","0","0","5","1","418","0","0","0","0"
"2021","Moss Landing Marine Laboratories","53","294","40","10930","0","0","0","499","39","20315","24918","0","0","0","793","53","31245","0","0","0","0","0","0","704","50","27877","0","0","0","89","14","3368","278","47","446","49","69","28","0","0","0","0","0","0","0","0","654","53","26496","139","21","4749","0","0","0","40","5","406","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Mote Marine Laboratory and Aquarium","62","3571","59","205458","24","4","2464","229","10","11592","24919","204","19","11324","3605","58","207129","15","2","1061","0","0","0","3197","32","186553","0","0","0","627","33","32961","3410","60","203","16","144","14","50","8","4","3","8","4","5","1","3653","62","211543","171","34","7971","624","33","32808","0","0","0","0","0","0","4","1","430","14","2","843","0","0","0","0"
"2021","National Aeronautics and Space Administration","2","6","2","254","0","0","0","0","0","0","24920","0","0","0","6","2","254","0","0","0","0","0","0","2","1","102","0","0","0","4","2","152","2","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","254","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","New York Aquarium","127","2025","127","169670","0","0","0","0","0","0","24922","214","50","16707","1811","125","152963","0","0","0","0","0","0","77","26","3875","0","0","0","1948","127","165795","2023","127","2","2","0","0","0","0","0","0","0","0","0","0","1927","124","164137","98","62","5533","1948","127","165795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","NIWA New Zealand","34","2420","32","43217","0","0","0","722","15","28320","24923","0","0","0","3142","32","71537","0","0","0","0","0","0","1570","15","47768","0","0","0","1572","23","23769","2374","32","620","27","130","19","18","10","0","0","0","0","0","0","3032","32","68161","110","11","3376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"2021","Noble Odyssey Foundation","1","38","1","848","0","0","0","0","0","0","24924","0","0","0","38","1","848","0","0","0","0","0","0","0","0","0","0","0","0","38","1","848","11","1","14","1","12","1","1","1","0","0","0","0","0","0","32","1","804","6","1","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","North Carolina Aquariums","13","33","11","1284","0","0","0","127","8","4016","24926","0","0","0","136","13","4488","23","1","793","1","1","19","159","13","5265","0","0","0","1","1","35","12","6","20","10","43","7","83","9","2","2","0","0","0","0","112","9","3668","48","9","1632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Nova Southeastern University Halmos College of Arts and Sciences","39","4491","39","211113","0","0","0","497","24","26094","24927","0","0","0","4988","39","237207","0","0","0","0","0","0","4783","38","226816","201","1","10019","4","1","372","3971","37","773","34","227","26","16","10","1","1","0","0","0","0","4794","35","228879","194","20","8328","0","0","0","2","1","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Northeastern University","49","1047","49","30062","0","0","0","0","0","0","24928","0","0","0","1047","49","30062","0","0","0","0","0","0","1047","49","30062","0","0","0","0","0","0","971","49","76","23","0","0","0","0","0","0","0","0","0","0","414","28","13489","633","42","16573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Occidental College","17","1061","17","25607","0","0","0","398","11","9566","24929","0","0","0","1459","17","35173","0","0","0","0","0","0","1459","17","35173","0","0","0","0","0","0","361","15","816","17","280","16","2","1","0","0","0","0","0","0","1459","17","35173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Old Dominion University","11","111","11","5382","0","0","0","5","3","273","24930","0","0","0","109","11","5356","7","1","299","0","0","0","112","9","5516","0","0","0","4","3","139","64","11","40","5","7","2","5","2","0","0","0","0","0","0","66","6","3635","50","9","2020","0","0","0","0","0","0","0","0","0","0","0","0","1","1","45","0","0","0","0"
"2021","Oregon Coast Aquarium","71","1493","71","72056","0","0","0","0","0","0","24931","197","7","8413","1296","71","63643","0","0","0","0","0","0","148","9","5260","0","0","0","1345","71","66796","1360","71","60","7","73","7","0","0","0","0","0","0","0","0","1372","67","67601","121","22","4455","1347","71","66887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Oregon State University","16","380","16","19799","0","0","0","8","3","288","24933","0","0","0","388","16","20087","0","0","0","0","0","0","381","16","19874","0","0","0","7","1","213","98","14","264","11","26","5","0","0","0","0","0","0","0","0","296","12","14979","92","10","5108","3","1","74","19","1","966","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Oregon Zoo","20","496","20","25845","0","0","0","0","0","0","24934","0","0","0","496","20","25845","0","0","0","0","0","0","206","9","11445","0","0","0","290","14","14400","496","20","0","0","0","0","0","0","0","0","0","0","0","0","496","20","25845","0","0","0","356","16","18700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Pennsylvania State University","21","267","21","10010","3","1","196","3","3","142","24935","0","0","0","273","21","10348","0","0","0","0","0","0","150","14","6241","0","0","0","123","13","4107","224","21","10","6","29","6","4","1","0","0","3","1","3","1","89","7","2987","184","17","7361","0","0","0","0","0","0","2","1","71","2","1","101","3","1","229","0","0","0","0"
"2021","Point Defiance Zoo and Aquarium","28","1171","28","67622","0","0","0","0","0","0","24937","203","22","11039","968","45","56583","0","0","0","0","0","0","522","17","29969","0","0","0","649","22","37653","1121","28","48","12","2","1","0","0","0","0","0","0","0","0","1137","28","65797","34","13","1825","1089","28","63008","0","0","0","0","0","0","1","1","40","0","0","0","0","0","0","0"
"2021","R. Christopher Goodwin and Associates","2","0","0","0","0","0","0","0","0","0","24939","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Ripleys Entertainment","56","4688","56","122690","0","0","0","0","0","0","24940","0","0","0","4688","56","122690","0","0","0","0","0","0","0","0","0","0","0","0","4688","56","122690","4688","56","0","0","0","0","0","0","0","0","0","0","0","0","4688","56","122690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Stockton University","0","0","0","0","0","0","0","0","0","0","24941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Ruppin Academic Center","63","110","63","4950","0","0","0","0","0","0","24942","0","0","0","110","63","4950","0","0","0","0","0","0","110","63","4950","0","0","0","0","0","0","99","63","11","17","0","0","0","0","0","0","0","0","0","0","50","40","2250","60","23","2700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Rutgers University-School of Environmental and Biological Sciences","0","0","0","0","0","0","0","0","0","0","24943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","San Diego State University","37","974","37","41518","0","0","0","4","2","90","24945","0","0","0","978","37","41608","0","0","0","0","0","0","901","37","40068","0","0","0","77","7","1540","601","36","233","27","138","7","6","2","0","0","0","0","0","0","880","33","39868","98","6","1740","0","0","0","8","2","262","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","San Francisco State University","18","228","18","7702","0","0","0","3","2","81","24946","0","0","0","231","18","7783","0","0","0","0","0","0","229","18","7718","0","0","0","2","1","65","172","17","42","12","17","4","0","0","0","0","0","0","0","0","216","17","7368","15","6","415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Scripps Institution of Oceanography/UC San Diego","126","2300","125","89359","0","0","0","698","43","31209","24947","1","1","50","2997","126","120518","0","0","0","0","0","0","2998","126","120568","0","0","0","0","0","0","1125","113","1283","92","556","72","33","16","1","1","0","0","0","0","2653","118","109278","345","29","11290","60","12","2422","38","11","1107","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","SCUBAnauts International, Inc.","71","1069","66","51807","0","0","0","269","26","9170","24948","0","0","0","1338","71","60977","0","0","0","0","0","0","153","16","6016","0","0","0","1185","71","54961","873","67","226","48","232","40","7","4","0","0","0","0","0","0","810","55","31486","528","71","29491","16","16","720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Seattle Aquarium","20","906","20","47136","0","0","0","4","2","116","24950","0","0","0","277","19","10352","0","0","0","633","16","36900","910","20","47252","0","0","0","0","0","0","772","20","68","14","66","12","4","2","0","0","0","0","0","0","842","20","43648","68","9","3604","633","16","36900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Shannon Point Marine Center","11","155","9","7184","0","0","0","103","4","5613","24951","0","0","0","258","11","12797","0","0","0","0","0","0","256","11","12690","0","0","0","2","1","107","174","9","70","6","14","5","0","0","0","0","0","0","0","0","232","9","11958","26","4","839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Smithsonian Institution","32","925","32","27697","0","0","0","114","6","5231","24953","0","0","0","1039","32","32928","0","0","0","0","0","0","1039","32","32928","0","0","0","0","0","0","775","32","214","19","50","7","0","0","0","0","0","0","0","0","1014","32","31931","25","16","997","13","1","1025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","South Carolina Aquarium","47","1063","47","42520","0","0","0","0","0","0","24954","0","0","0","990","45","39600","0","0","0","73","5","2920","990","45","39600","0","0","0","73","5","2920","73","5","990","45","0","0","0","0","0","0","0","0","0","0","1063","47","42520","0","0","0","1063","47","42520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","SEARCH, Inc","5","22","5","749","0","0","0","0","0","0","24955","0","0","0","22","5","749","0","0","0","0","0","0","22","5","749","0","0","0","0","0","0","21","5","1","1","0","0","0","0","0","0","0","0","0","0","11","2","444","11","4","305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Southern California Ocean Restoration Divers","8","513","7","15438","0","0","0","139","7","5339","24956","0","0","0","652","8","20777","0","0","0","0","0","0","502","8","16818","150","1","3959","0","0","0","217","7","210","6","225","7","0","0","0","0","0","0","0","0","647","7","20633","5","3","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","Stanford University","20","337","20","14624","0","0","0","74","4","1411","24957","0","0","0","411","20","16035","0","0","0","0","0","0","411","20","16035","0","0","0","0","0","0","228","18","173","16","10","4","0","0","0","0","0","0","0","0","374","20","15058","37","4","977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
